obs,period,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,c_obs,c_unc
333,46,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,789.583,100
334,46,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,662.219,100
335,46,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,587.209,100
336,46,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,552.817,100
337,47,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,800.6730000000001,100
338,47,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,854.691,100
339,47,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,707.5960000000001,100
340,47,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,640.449,100
341,47,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,605.649,100
342,47,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,506.45799999999997,100
343,48,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,749.7629999999999,100
344,48,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,808.3209999999999,100
345,48,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,686.888,100
346,48,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,617.653,100
347,48,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,596.447,100
348,48,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,318.2,329.3,99,253.7,0,0,0,0,0,0,0,531.057,100
349,49,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,591.2700000000001,100
350,49,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,606.023,100
351,49,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,422.064,100
352,49,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,393.40899999999993,100
353,49,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,365.38699999999994,100
354,49,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,410.877,100
355,50,1,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,763.4449999999999,100
356,50,1.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,826.1769999999999,100
357,50,3.02,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,731.7470000000001,100
358,50,4,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,648.8710000000001,100
359,50,4.99,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,736.535,100
360,50,6.01,-28,-23.9,-17.2,-6.6,2.7,10.3,15,13.8,6.6,-0.4,-12.1,-22.8,484.8,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,666.0299999999999,100
361,51,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,606.5690000000001,100
362,51,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,430.392,100
363,51,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,462.61800000000005,100
364,51,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,312.057,100
365,51,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,283.441,100
366,51,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,214.735,100
367,52,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,834.102,100
368,52,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,750.675,100
369,52,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,696.4279999999999,100
370,52,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,545.697,100
371,52,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,470.984,100
372,52,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,403.028,100
373,53,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,797.4879999999999,100
374,53,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,587.965,100
375,53,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,542.5020000000001,100
376,53,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,511.81399999999996,100
377,53,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,385.707,100
378,53,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,296.714,100
379,54,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,612.651,100
380,54,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,545.4409999999999,100
381,54,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,565.732,100
382,54,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,385.527,100
383,54,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,234.897,100
384,54,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,193.25,100
385,55,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,814.975,100
386,55,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,541.421,100
387,55,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,503.74600000000004,100
388,55,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,567.9490000000001,100
389,55,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,387.44300000000004,100
390,55,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,424.12100000000004,100
391,56,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,753.8580000000001,100
392,56,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,582.757,100
393,56,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,536.628,100
394,56,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,374.71600000000007,100
395,56,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,326.473,100
396,56,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,281.903,100
397,57,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,803.2439999999999,100
398,57,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,818.8599999999999,100
399,57,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,745.2979999999999,100
400,57,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,625.069,100
401,57,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,441.58299999999997,100
402,57,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,429.722,100
403,58,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,729.132,100
404,58,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,754.163,100
405,58,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,602.916,100
406,58,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,569.2420000000001,100
407,58,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,439.73999999999995,100
408,58,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,318.2,329.3,99,253.7,0,0,0,0,0,0,0,319.952,100
409,59,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,557.841,100
410,59,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,467.214,100
411,59,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,375.705,100
412,59,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,311.179,100
413,59,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,327.66599999999994,100
414,59,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,638.8,140.5,98.9,121.9,0,0,0,0,0,0,0,249.136,100
415,60,1,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,768.1610000000001,100
416,60,2.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,651.3079999999999,100
417,60,3.05,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,577.385,100
418,60,4.02,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,404.937,100
419,60,5.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,344.888,100
420,60,6.01,-5.7,-2.3,0.8,6.7,11.6,14.9,18.1,17.2,12.3,6.1,0.1,-3.7,547.4000000000001,526.4,96.9,24.2,352.6,0,0,0,0,0,0,0,375.199,100
421,61,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,839.363,100
422,61,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,858.418,100
423,61,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,847.955,100
424,61,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,766.304,100
425,61,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,881.7239999999999,100
426,61,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,313.5,371.5,67.4,247.7,0,0,0,0,0,0,0,785.149,100
427,62,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,980.224,100
428,62,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,964.9850000000001,100
429,62,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,1045.4699999999998,100
430,62,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,951.019,100
431,62,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,973.659,100
432,62,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,391.4,112.7,114.9,381.1,0,0,0,0,0,0,0,962.675,100
433,63,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,900.4300000000001,100
434,63,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,942.633,100
435,63,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,1018.98,100
436,63,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,906.682,100
437,63,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,907.33500000000015,100
438,63,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,444.4,122.5,109.6,323.7,0,0,0,0,0,0,0,888.377,100
439,64,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,913.9639999999999,100
440,64,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,895.399,100
441,64,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,922.4330000000001,100
442,64,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,901.4069999999999,100
443,64,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,870.048,100
444,64,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,385.3,206.8,113.7,294.3,0,0,0,0,0,0,0,824.513,100
445,65,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,845.296,100
446,65,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,903.818,100
447,65,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,837.61,100
448,65,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,833.01,100
449,65,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,881.224,100
450,65,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,365.7,383.9,94.8,155.7,0,0,0,0,0,0,0,791.917,100
451,66,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,873.687,100
452,66,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,947.288,100
453,66,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,930.998,100
454,66,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,859.9440000000001,100
455,66,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,897.15,100
456,66,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,435.6,156.4,71.5,336.6,0,0,0,0,0,0,0,831.44,100
457,67,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,888.3960000000001,100
458,67,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,967.749,100
459,67,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,915.2800000000001,100
460,67,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,854.2780000000001,100
461,67,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,930.895,100
462,67,5.88,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,484.8,138.1,77.6,299.6,0,0,0,0,0,0,0,897.433,100
463,68,0.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,318.2,329.3,99,253.7,0,0,0,0,0,0,0,892.131,100
464,68,1.85,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,318.2,329.3,99,253.7,0,0,0,0,0,0,0,946.433,100
465,68,2.78,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,318.2,329.3,99,253.7,0,0,0,0,0,0,0,898.077,100
466,68,3.86,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,318.2,329.3,99,253.7,0,0,0,0,0,0,0,859.5050000000001,100
467,68,4.81,-29.6,-28.9,-25,-14.3,-0.8,10.1,13.6,10.7,3.1,-8.1,-20.7,-27.2,266.1,318.2,329.3,99,253.7,0,0,0,0,0,0,0,933.04,100
