period,obs,time,T_01,T_02,T_03,T_04,T_05,T_06,T_07,T_08,T_09,T_10,T_11,T_12,prec,A_init,W_init,E_init,N_init,H_init,A_in,W_in,E_in,N_in,H_in,size,A_obs,W_obs,E_obs,N_obs,A_unc,W_unc,E_unc,N_unc
46,648,1.5561643835616439,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,332.42600000000004,52.74400000000001,75.646,233.18400000000003,27.76,6.94,13.88,27.76
46,649,1.8246575342465754,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,286.738,42.98,69.996,214.286,24.56,6.14,12.28,24.56
46,650,1.9945205479452055,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,249.76000000000002,36.400000000000006,67.76,206.08,22.400000000000002,5.6000000000000005,11.200000000000001,22.400000000000002
46,651,2.5534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,218.562,25.948,56.886,197.604,19.96,4.99,9.98,19.96
46,652,2.8054794520547945,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,196.35000000000002,22.176000000000002,53.13,190.34400000000002,18.48,4.62,9.24,18.48
46,653,2.9534246575342467,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,188.748,16.758,49.392,186.102,17.64,4.41,8.82,17.64
46,655,3.8164383561643835,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,159.51000000000002,13.65,41.34,175.5,15.600000000000001,3.9000000000000004,7.800000000000001,15.600000000000001
46,656,3.967123287671233,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,493,131,117,259,0,0,0,0,0,0,0,157.573,12.121,41.055,180.251,15.64,3.91,7.82,15.64
47,658,0.2684931506849315,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,468.16,66,98.56,247.28,35.2,8.8,17.6,35.2
47,659,0.4383561643835616,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,410.02700000000004,65.321,82.635,229.017,31.48,7.87,15.74,31.48
47,662,1.3972602739726028,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,283.521,31.111000000000004,61.04800000000001,211.32000000000002,23.480000000000004,5.870000000000001,11.740000000000002,23.480000000000004
48,669,0.4,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,393.84899999999993,43.065,89.26199999999999,256.82399999999996,31.319999999999997,7.829999999999999,15.659999999999998,31.319999999999997
49,677,1.0082191780821919,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,384.19,31.332,74.6,255.878,29.84,7.46,14.92,29.84
50,683,0.39452054794520547,-7.3,-6.6,-3.1,2.5,8.6,13,15.5,13.8,9.1,3.7,-0.8,-4.1,671,481,178,112,229,0,0,0,0,0,0,0,477.369,39.556,88.102,293.973,35.96,8.99,17.98,35.96
53,845,0.2547945205479452,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,508.544,60.31999999999999,84.448,274.688,37.12,9.28,18.56,37.12
53,846,0.3698630136986301,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,421.024,59.764,85.632,325.58,35.68,8.92,17.84,35.68
53,847,0.9972602739726028,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,399.784,35.518,91.68599999999999,299.012,33.04,8.26,16.52,33.04
53,848,1.2657534246575342,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,336.536,33.510999999999996,78.42999999999999,264.52299999999997,28.52,7.13,14.26,28.52
53,849,1.3424657534246576,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,316.106,31.678,62.682,263.534,26.96,6.74,13.48,26.96
53,850,2.0136986301369864,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,283.563,32.15,59.799,267.488,25.72,6.43,12.86,25.72
53,851,2.263013698630137,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,258.68,29.58,50.459999999999994,241.27999999999997,23.2,5.8,11.6,23.2
53,852,2.336986301369863,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,238.71,29.430000000000003,52.865,223.995,21.8,5.45,10.9,21.8
53,853,3.010958904109589,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,220.668,18.648,51.800000000000004,226.88400000000001,20.72,5.18,10.36,20.72
53,854,3.336986301369863,-11.2,-10.2,-6,0,6.5,12,14.8,12.8,7.5,1.5,-4.1,-8.1,651,527,93,96,284,0,0,0,0,0,0,0,204.472,14.64,49.775999999999996,219.112,19.52,4.88,9.76,19.52
54,1060,0.1863013698630137,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,446.81,64.61,43.68,354.90000000000003,36.4,9.1,18.2,36.4
54,1061,0.2821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,439.62200000000007,62.05400000000001,33.212,339.112,34.96000000000001,8.740000000000002,17.480000000000004,34.96000000000001
54,1062,0.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,371.105,37.835,33.81,362.25,32.2,8.05,16.1,32.2
54,1063,0.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,369.252,44.973,33.138,341.637,31.560000000000002,7.890000000000001,15.780000000000001,31.560000000000002
54,1064,1.284931506849315,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,364.236,33.528,38.862,325.374,30.48,7.62,15.24,30.48
54,1065,1.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,329.92800000000005,53.124,25.164,290.78400000000005,27.96,6.99,13.98,27.96
54,1066,2.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,297.98,45.648,23.458000000000002,266.914,25.36,6.34,12.68,25.36
54,1067,2.9972602739726026,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,246.02599999999998,26.817999999999998,32.065,278.091,23.32,5.83,11.66,23.32
54,1068,3.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,219.725,23.265,12.408000000000001,261.60200000000003,20.68,5.17,10.34,20.68
54,1069,3.9917808219178084,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,499,101,60,340,0,0,0,0,0,0,0,211.26,29.174,15.593,246.973,20.12,5.03,10.06,20.12
55,1071,0.1863013698630137,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,388.93799999999993,65.604,31.239999999999995,295.21799999999996,31.239999999999995,7.809999999999999,15.619999999999997,31.239999999999995
55,1072,0.2821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,366.54,57.365,25.33,295.765,29.8,7.45,14.9,29.8
55,1073,0.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,325.637,37.235,18.279,295.84900000000005,27.080000000000002,6.7700000000000005,13.540000000000001,27.080000000000002
55,1074,0.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,312.156,42.688,20.677,291.47900000000004,26.68,6.67,13.34,26.68
55,1075,1.284931506849315,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,276.804,35.046,20.195999999999998,261.954,23.759999999999998,5.9399999999999995,11.879999999999999,23.759999999999998
55,1076,1.9945205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,252.19199999999998,27.263999999999996,19.311999999999998,269.23199999999997,22.72,5.68,11.36,22.72
55,1077,2.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,202.464,28.272000000000002,12.768,212.496,18.240000000000002,4.5600000000000005,9.120000000000001,18.240000000000002
55,1078,2.9972602739726026,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,160.85999999999999,20.682,22.979999999999997,178.47799999999998,15.319999999999999,3.8299999999999996,7.659999999999999,15.319999999999999
55,1079,3.2986301369863016,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,149.988,17.4,7.308,173.304,13.919999999999998,3.4799999999999995,6.959999999999999,13.919999999999998
55,1080,3.9917808219178084,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,391,358,43,208,0,0,0,0,0,0,0,137.816,22.54,7.728,153.916,12.88,3.22,6.44,12.88
56,1094,0.7150684931506849,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,369.95399999999995,37.076,29.822,369.14799999999997,32.239999999999995,8.059999999999999,16.119999999999997,32.239999999999995
56,1095,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,335.69699999999995,43.55799999999999,26.284999999999997,345.4599999999999,30.039999999999996,7.509999999999999,15.019999999999998,30.039999999999996
56,1096,1.1342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,312.455,39.324999999999996,26.455,336.765,28.599999999999998,7.1499999999999995,14.299999999999999,28.599999999999998
56,1097,1.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,278.85,32.5,31.85,306.8,26,6.5,13,26
56,1098,2.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,257.07,36.9,20.294999999999998,300.735,24.6,6.15,12.3,24.6
56,1099,2.745205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,244.332,34.552,23.445999999999998,314.67,24.68,6.17,12.34,24.68
56,1100,2.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,236.58599999999998,38.528,18.662,308.224,24.08,6.02,12.04,24.08
56,1101,3.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,219.384,27.145999999999997,12.187999999999999,295.282,22.159999999999997,5.539999999999999,11.079999999999998,22.159999999999997
56,1102,3.706849315068493,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,202.27900000000002,22.365000000000002,11.431000000000001,260.925,19.880000000000003,4.970000000000001,9.940000000000001,19.880000000000003
56,1103,3.8958904109589043,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,196.02,28.71,11.385,258.885,19.8,4.95,9.9,19.8
56,1104,4.131506849315069,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,185.535,20.925,13.020000000000001,245.52,18.6,4.65,9.3,18.6
56,1105,4.720547945205479,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,154.786,25.263,12.832,208.119,16.04,4.01,8.02,16.04
56,1106,5.123287671232877,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,474,147,45,334,0,0,0,0,0,0,0,147.45499999999998,21.447999999999997,12.255999999999998,201.84099999999998,15.319999999999999,3.8299999999999996,7.659999999999999,15.319999999999999
58,1122,0.7150684931506849,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,321.104,34.592,36.848,359.456,30.08,7.52,15.04,30.08
58,1123,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,331.82,37.418,31.77,304.99199999999996,28.24,7.06,14.12,28.24
58,1124,1.1342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,307.487,32.016000000000005,26.013,301.48400000000004,26.68,6.67,13.34,26.68
58,1125,1.7123287671232876,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,297.964,27.384,34.556000000000004,292.096,26.080000000000002,6.5200000000000005,13.040000000000001,26.080000000000002
58,1126,1.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,409,302,47,242,0,0,0,0,0,0,0,285.039,34.155,25.461,276.34499999999997,24.84,6.21,12.42,24.84
59,1128,0.7150684931506849,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,388.77599999999995,33.367999999999995,23.279999999999998,330.57599999999996,31.039999999999996,7.759999999999999,15.519999999999998,31.039999999999996
59,1129,1,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,298.599,34.704,24.582,365.115,28.919999999999998,7.2299999999999995,14.459999999999999,28.919999999999998
59,1130,1.1342465753424658,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,278.694,28.782000000000004,21.762,372.76200000000006,28.080000000000002,7.0200000000000005,14.040000000000001,28.080000000000002
59,1131,1.7123287671232876,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,260.936,29.743999999999996,27.715999999999998,357.604,27.04,6.76,13.52,27.04
59,1132,1.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,253.87199999999996,35.42399999999999,22.304,344.4,26.239999999999995,6.559999999999999,13.119999999999997,26.239999999999995
59,1133,2.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,240.524,34.54,21.352,331.584,25.12,6.28,12.56,25.12
59,1134,2.745205479452055,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,226.577,32.454,19.232,322.73699999999997,24.04,6.01,12.02,24.04
59,1135,2.8657534246575342,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,210.515,31.429,27.871,323.185,23.72,5.93,11.86,23.72
59,1136,3.1123287671232878,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,194.854,31.26,8.857000000000001,286.029,20.84,5.21,10.42,20.84
59,1137,3.706849315068493,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,186.847,23.664,9.86,272.629,19.72,4.93,9.86,19.72
59,1138,3.8958904109589043,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,443,158,29,370,0,0,0,0,0,0,0,180.95999999999998,27.36,10.08,261.59999999999997,19.2,4.8,9.6,19.2
61,1157,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,465.06399999999996,55.274,26.683999999999997,405.978,38.12,9.53,19.06,38.12
61,1158,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,444,41.625,36.075,403.3,37,9.25,18.5,37
61,1159,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,417.07,49.225,34.905,393.8,35.8,8.95,17.9,35.8
61,1160,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,391.527,34.12,32.414,394.93899999999996,34.12,8.53,17.06,34.12
61,1161,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,374.54999999999995,41.25,37.125,372.075,33,8.25,16.5,33
61,1162,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,348.91999999999996,46.787,31.72,365.573,31.72,7.93,15.86,31.72
61,1163,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,308.698,32.172,26.043999999999997,399.08599999999996,30.639999999999997,7.659999999999999,15.319999999999999,30.639999999999997
61,1164,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,297.44,37.18,33.605,346.775,28.599999999999998,7.1499999999999995,14.299999999999999,28.599999999999998
61,1165,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,279.89099999999996,41.541,28.601999999999997,330.96599999999995,27.24,6.81,13.62,27.24
61,1166,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,267.64799999999997,43.29599999999999,24.927999999999997,320.128,26.239999999999995,6.559999999999999,13.119999999999997,26.239999999999995
61,1167,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,262.92,28.796,14.398,319.886,25.04,6.26,12.52,25.04
61,1168,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,244.956,30.991999999999997,17.88,302.17199999999997,23.84,5.96,11.92,23.84
61,1169,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,244.77900000000002,26.415000000000003,15.262000000000002,300.54400000000004,23.480000000000004,5.870000000000001,11.740000000000002,23.480000000000004
61,1170,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,247.79999999999998,26.4,20.4,305.4,24,6,12,24
61,1171,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,221.84400000000002,18.62,12.236,279.3,21.28,5.32,10.64,21.28
61,1172,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,219.66,17.782,14.644,270.914,20.92,5.23,10.46,20.92
62,1422,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,461.421,46.05,52.49699999999999,361.032,36.839999999999996,9.209999999999999,18.419999999999998,36.839999999999996
62,1423,0.1780821917808219,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,458.488,44.6,38.356,350.556,35.68,8.92,17.84,35.68
62,1424,0.6958904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,416.85900000000004,39.903000000000006,38.205000000000005,354.033,33.96,8.49,16.98,33.96
62,1425,0.8493150684931506,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,405.55199999999996,24.479999999999997,34.272,351.69599999999997,32.64,8.16,16.32,32.64
62,1426,0.989041095890411,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,378.738,36.524,37.318000000000005,341.42,31.76,7.94,15.88,31.76
62,1427,1.158904109589041,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,344.367,38.844,29.88,333.909,29.88,7.47,14.94,29.88
62,1428,1.7287671232876711,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,297.5,42,27.299999999999997,333.2,28,7,14,28
62,1429,1.8493150684931507,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,310.218,37.476000000000006,25.678,320.62800000000004,27.76,6.94,13.88,27.76
62,1430,2.0164383561643837,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,286.87399999999997,34.37199999999999,11.897999999999998,327.85599999999994,26.439999999999998,6.609999999999999,13.219999999999999,26.439999999999998
62,1431,2.1780821917808217,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,278.2,39.65,20.150000000000002,312,26,6.5,13,26
62,1432,2.6904109589041094,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,268.182,39.942,19.654,306.222,25.36,6.34,12.68,25.36
62,1433,2.8794520547945206,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,255.816,29.988,17.748,308.448,24.48,6.12,12.24,24.48
62,1434,3.0356164383561643,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,247.825,28.749999999999996,14.374999999999998,284.04999999999995,23,5.75,11.5,23
62,1435,3.115068493150685,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,236.04000000000002,29.786,15.736,280.43800000000005,22.480000000000004,5.620000000000001,11.240000000000002,22.480000000000004
62,1436,3.7041095890410958,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,230.15999999999997,28.495999999999995,12.604,276.73999999999995,21.919999999999998,5.4799999999999995,10.959999999999999,21.919999999999998
62,1437,4.032876712328767,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,481,114,61,344,0,0,0,0,0,0,0,213.309,18.684,14.013,272.994,20.76,5.19,10.38,20.76
63,1439,0.0821917808219178,-6.8,-6.3,-2.5,2,7.7,12.3,14.2,13.2,8.9,4.4,-1.2,-5.1,646,477,68,48,407,0,0,0,0,0,0,0,458.298,38.663,39.605999999999995,406.433,37.72,9.43,18.86,37.72
